#t;y
2017-09-02_06:25:01	21.9
2017-09-02_06:30:01	21.8
2017-09-02_06:35:01	21.1
2017-09-02_06:40:01	21.1
2017-09-02_06:45:01	21.3
2017-09-02_06:50:01	21.7
2017-09-02_06:55:01	22.1
2017-09-02_07:00:01	23.7
2017-09-02_07:05:01	23.6
2017-09-02_07:10:01	23.7
2017-09-02_07:15:01	23.7
2017-09-02_07:20:01	24
2017-09-02_07:25:01	23.8
2017-09-02_07:30:01	23.6
2017-09-02_07:35:01	23.6
2017-09-02_07:40:01	23.8
2017-09-02_07:45:01	23.7
2017-09-02_07:50:01	23.5
2017-09-02_07:55:01	23.6
2017-09-02_08:00:01	23.6
2017-09-02_08:05:02	23.7
2017-09-02_08:10:01	23.6
2017-09-02_08:15:01	23.7
2017-09-02_08:20:01	23.7
2017-09-02_08:25:01	23.7
2017-09-02_08:30:01	23.5
2017-09-02_08:35:02	23.9
2017-09-02_08:40:01	23.8
2017-09-02_08:45:01	23.8
2017-09-02_08:50:01	23.9
2017-09-02_08:55:01	24.1
2017-09-02_09:00:02	23.6
2017-09-02_09:05:02	23.9
2017-09-02_09:10:01	24
2017-09-02_09:15:01	23.9
2017-09-02_09:20:01	24.2
2017-09-02_09:25:01	23.9
2017-09-02_09:30:02	24
2017-09-02_09:35:01	24
2017-09-02_09:40:01	23.9
2017-09-02_09:45:01	23.9
2017-09-02_09:50:01	23.7
2017-09-02_09:55:01	23.9
2017-09-02_10:00:02	23.9
2017-09-02_10:05:01	23.9
2017-09-02_10:10:01	23.6
2017-09-02_10:15:01	23.7
2017-09-02_10:20:01	23.5
2017-09-02_10:25:01	23.7
2017-09-02_10:30:02	23.8
2017-09-02_10:35:01	23.7
2017-09-02_10:40:01	23.8
2017-09-02_10:45:01	22.9
2017-09-02_10:50:01	22.4
2017-09-02_10:55:02	22.5
2017-09-02_11:00:02	23
2017-09-02_11:05:01	22.6
2017-09-02_11:10:01	21.8
2017-09-02_11:15:01	21.4
2017-09-02_11:20:01	21.4
2017-09-02_11:25:02	21.1
2017-09-02_11:30:01	21.2
2017-09-02_11:35:01	21.2
2017-09-02_11:40:01	21.2
2017-09-02_11:45:01	21.1
2017-09-02_11:50:01	20.7
2017-09-02_11:55:02	21.3
2017-09-02_12:00:01	21.6
2017-09-02_12:05:01	21.9
2017-09-02_12:10:01	21.7
2017-09-02_12:15:01	21.3
2017-09-02_12:20:01	20.7
2017-09-02_12:25:02	20.7
2017-09-02_12:30:01	20.7
2017-09-02_12:35:01	20.7
2017-09-02_12:40:01	20.6
2017-09-02_12:45:01	20.3
2017-09-02_12:50:01	19.9
2017-09-02_12:55:02	19.1
2017-09-02_13:00:01	18.3
2017-09-02_13:05:01	18.4
2017-09-02_13:10:01	19.5
2017-09-02_13:15:01	20.5
2017-09-02_13:20:02	20.1
2017-09-02_13:25:02	19.2
2017-09-02_13:30:01	18.3
2017-09-02_13:35:01	17.7
2017-09-02_13:40:01	17.4
2017-09-02_13:45:01	17.3
2017-09-02_13:50:02	17.9
2017-09-02_13:55:01	17.7
2017-09-02_14:00:01	18.5
2017-09-02_14:05:01	18.5
2017-09-02_14:10:01	19.2
2017-09-02_14:15:02	20.4
2017-09-02_14:20:02	21
2017-09-02_14:25:01	20.9
2017-09-02_14:30:01	19.9
2017-09-02_14:35:01	18.6
2017-09-02_14:40:01	18.7
2017-09-02_14:45:01	18.2
2017-09-02_14:50:02	17.9
2017-09-02_14:55:01	17.7
2017-09-02_15:00:01	17.4
2017-09-02_15:05:01	16.8
2017-09-02_15:10:01	16.9
2017-09-02_15:15:01	17.3
2017-09-02_15:20:02	19.5
2017-09-02_15:25:01	20.9
2017-09-02_15:30:01	21.3
2017-09-02_15:35:01	20.4
2017-09-02_15:40:01	18.7
2017-09-02_15:45:02	17.5
2017-09-02_15:50:01	17
2017-09-02_15:55:01	16.2
2017-09-02_16:00:01	15.9
2017-09-02_16:05:01	15.6
2017-09-02_16:10:01	15.7
2017-09-02_16:15:02	15.6
2017-09-02_16:20:01	15.5
2017-09-02_16:25:01	15.5
2017-09-02_16:30:01	15.5
2017-09-02_16:35:01	15.6
2017-09-02_16:40:01	15.6
2017-09-02_16:45:02	15.2
2017-09-02_16:50:01	15.2
2017-09-02_16:55:01	15.4
2017-09-02_17:00:01	15.2
2017-09-02_17:05:01	15.1
2017-09-02_17:10:02	16.1
2017-09-02_17:15:01	16.5
2017-09-02_17:20:01	17.4
2017-09-02_17:25:01	18.3
2017-09-02_17:30:01	18.5
2017-09-02_17:35:01	19.3
2017-09-02_17:40:02	20.1
2017-09-02_17:45:01	20.2
2017-09-02_17:50:01	19.6
2017-09-02_17:55:01	18.7
2017-09-02_18:00:01	18.1
2017-09-02_18:05:01	17.7
2017-09-02_18:10:02	17.2
2017-09-02_18:15:01	17.7
2017-09-02_18:20:01	19.7
2017-09-02_18:25:01	20.6
2017-09-02_18:30:01	20.6
2017-09-02_18:35:02	20.1
2017-09-02_18:40:02	19.1
2017-09-02_18:45:01	18
2017-09-02_18:50:01	18.5
2017-09-02_18:55:01	19.1
2017-09-02_19:00:01	19.3
2017-09-02_19:05:02	18.8
2017-09-02_19:10:02	18.8
2017-09-02_19:15:01	18.5
2017-09-02_19:20:01	18.7
2017-09-02_19:25:01	18.6
2017-09-02_19:30:01	18.4
2017-09-02_19:35:02	19.2
2017-09-02_19:40:01	20.6
2017-09-02_19:45:01	20.4
2017-09-02_19:50:01	20.7
2017-09-02_19:55:01	20.6
2017-09-02_20:00:02	20.8
2017-09-02_20:05:02	20.9
2017-09-02_20:10:01	21
2017-09-02_20:15:01	20.8
2017-09-02_20:20:01	20.7
2017-09-02_20:25:01	20
2017-09-02_20:30:02	18.9
2017-09-02_20:35:02	19
2017-09-02_20:40:01	18.6
2017-09-02_20:45:01	19.5
2017-09-02_20:50:01	20.5
2017-09-02_20:55:01	20.6
2017-09-02_21:00:02	20.5
2017-09-02_21:05:02	20
2017-09-02_21:10:01	20.3
2017-09-02_21:15:01	20.1
2017-09-02_21:20:01	20.1
2017-09-02_21:25:01	19.5
2017-09-02_21:30:02	19.1
2017-09-02_21:35:02	18.3
2017-09-02_21:40:01	18.5
2017-09-02_21:45:01	18.5
2017-09-02_21:50:01	19
2017-09-02_21:55:02	19.6
2017-09-02_22:00:02	20.6
2017-09-02_22:05:02	20.9
2017-09-02_22:10:01	20.5
2017-09-02_22:15:01	20.6
2017-09-02_22:20:01	20.2
2017-09-02_22:25:02	20.2
2017-09-02_22:30:01	20.3
2017-09-02_22:35:01	20
2017-09-02_22:40:01	20.3
2017-09-02_22:45:01	19.8
2017-09-02_22:50:01	19.3
2017-09-02_22:55:02	19
2017-09-02_23:00:01	18.3
2017-09-02_23:05:01	17.5
2017-09-02_23:10:01	16.7
2017-09-02_23:15:01	16.2
2017-09-02_23:20:01	16.8
2017-09-02_23:25:01	18.4
2017-09-02_23:30:01	20.4
2017-09-02_23:35:01	20.7
2017-09-02_23:40:01	20.5
2017-09-02_23:45:01	19.6
2017-09-02_23:50:01	18.8
2017-09-02_23:55:01	18.3
